ts_code,trade_date,close,open,high,low,pre_close,change,pct_chg,vol,amount
399975.SZ,20110617,592.004,611.195,622.532,592.004,614.641,-22.637,-0.0368,677447577.0,8709265389.0
399975.SZ,20110624,638.021,590.094,650.559,588.495,592.004,46.017,0.0777,1108073518.0,15297191763.0
399975.SZ,20110701,636.753,634.612,644.054,628.438,638.021,-1.268,-0.002,1342079308.0,19590763481.0
399975.SZ,20110708,637.882,641.991,659.139,634.549,636.753,1.129,0.0018,1173892403.0,16549275727.0
399975.SZ,20110715,628.252,635.838,638.183,618.477,637.882,-9.63,-0.0151,946643066.0,13117601338.0
399975.SZ,20110722,620.782,628.27,628.27,614.856,628.252,-7.47,-0.0119,737955549.0,10028863906.0
399975.SZ,20110729,596.555,615.083,615.083,582.728,620.782,-24.227,-0.039,789897489.0,10231237418.0
399975.SZ,20110805,571.822,591.269,599.184,568.582,596.555,-24.733,-0.0415,638522067.0,8047520370.0
399975.SZ,20110812,551.574,566.503,572.871,525.344,571.822,-20.248,-0.0354,1113762600.0,12590090458.0
399975.SZ,20110819,541.883,553.206,564.945,537.961,551.574,-9.691,-0.0176,844199720.0,9924297796.0
399975.SZ,20110826,573.821,547.729,579.032,536.906,541.883,31.938,0.0589,1113550793.0,13223797894.0
399975.SZ,20110902,547.55,566.446,566.993,547.319,573.821,-26.271,-0.0458,818726091.0,9646391868.0
399975.SZ,20110909,545.913,541.103,557.628,529.043,547.55,-1.637,-0.003,758946534.0,8763885359.0
399975.SZ,20110916,552.014,536.063,561.209,534.413,545.913,6.101,0.0112,825717928.0,9276969515.0
399975.SZ,20110923,551.762,545.761,571.022,534.794,552.014,-0.252,-0.0005,1354803780.0,15081938926.0
399975.SZ,20110930,533.594,545.071,554.118,532.678,551.762,-18.168,-0.0329,1215627572.0,13110543547.0
399975.SZ,20111014,575.678,535.822,583.369,528.857,533.594,42.084,0.0789,2201653706.0,24244093808.0
399975.SZ,20111021,544.547,574.212,579.362,541.478,575.678,-31.131,-0.0541,1561896547.0,16274082129.0
399975.SZ,20111028,580.121,547.677,584.78,547.677,544.547,35.574,0.0653,2168687397.0,23504650970.0
399975.SZ,20111104,587.18,583.346,595.425,566.593,580.121,7.059,0.0122,1986911545.0,22181578310.0
399975.SZ,20111111,563.168,583.516,583.761,562.786,587.18,-24.012,-0.0409,1125783963.0,12230283655.0
399975.SZ,20111118,541.332,568.327,575.583,540.527,563.168,-21.836,-0.0388,1118333280.0,11968675469.0
399975.SZ,20111125,517.905,542.429,544.599,517.399,541.332,-23.427,-0.0433,781121976.0,7988027072.0
399975.SZ,20111202,503.525,519.867,526.357,496.045,517.905,-14.38,-0.0278,1089340615.0,10905614211.0
399975.SZ,20111209,501.987,505.096,511.968,498.438,503.525,-1.538,-0.0031,710571546.0,6850202592.0
399975.SZ,20111216,469.237,501.166,501.166,451.747,501.987,-32.75,-0.0652,751897421.0,7015822722.0
399975.SZ,20111223,439.358,462.451,464.873,428.788,469.237,-29.879,-0.0637,771027853.0,6868754235.0
399975.SZ,20111230,442.32,435.955,444.66,427.132,439.358,2.962,0.0067,1033942551.0,8924824430.0
399975.SZ,20120106,435.232,446.586,446.586,423.646,442.32,-7.088,-0.016,600750989.0,5129687617.0
399975.SZ,20120113,452.465,433.822,468.885,431.496,435.232,17.233,0.0396,1311425052.0,11964314431.0
399975.SZ,20120120,495.511,450.46,498.644,447.443,452.465,43.046,0.0951,1517200651.0,14671269915.0
399975.SZ,20120203,487.029,495.169,495.169,471.803,495.511,-8.482,-0.0171,913343018.0,8801241077.0
399975.SZ,20120210,488.687,488.807,497.762,465.644,487.029,1.658,0.0034,1338577881.0,12955487693.0
399975.SZ,20120217,495.027,482.209,499.208,480.565,488.687,6.34,0.013,1315412884.0,12809342610.0
399975.SZ,20120224,529.206,504.098,530.538,488.891,495.027,34.179,0.069,1864302511.0,19175027154.0
399975.SZ,20120302,551.281,533.273,551.281,525.503,529.206,22.075,0.0417,1903888279.0,20668972853.0
399975.SZ,20120309,572.921,555.481,580.728,545.162,551.281,21.64,0.0393,2119179906.0,23787134857.0
399975.SZ,20120316,561.021,569.52,581.699,544.416,572.921,-11.9,-0.0208,1795306412.0,19955700609.0
399975.SZ,20120323,534.417,557.208,564.188,533.186,561.021,-26.604,-0.0474,1312175735.0,14349838234.0
399975.SZ,20120330,517.265,534.297,534.859,504.901,534.417,-17.152,-0.0321,1075171731.0,11287851719.0
399975.SZ,20120406,551.984,517.175,557.733,516.006,517.265,34.719,0.0671,909415394.0,10171895301.0
399975.SZ,20120413,580.084,550.066,597.338,533.694,551.984,28.1,0.0509,1973765929.0,22693088830.0
399975.SZ,20120420,609.434,575.624,615.138,563.189,580.084,29.35,0.0506,2874983277.0,33992844377.0
